objective,technology,name,id,full_only,url,geographies,location,tagline,description,contact,logo_url
20,7,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
18,7,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
16,7,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
7,7,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
10,2,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
2,2,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
1,2,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
3,2,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
19,2,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
8,7,Behavox,16,1,www.behavox.com,"USA,UK,Singapore,America,Europe,Asia",,,"Behavox is the People Analytics company that uses AI to make companies smarter, more secure and more successful. The Behavox Platform generates previously unidentifiable insights into all aspects of business operations, strengthening compliance, culture and competitiveness.",ny@behavox.com,/static/images/vendor-logos/behavox.png
14,3,BigControls,17,1,www.bigcontrols.com,"USA,America",USA,,"Modern business intelligence, lifecycle management and regulatory compliance for corporate tax credits & incentives.",info@bigcontrols.com,/static/images/vendor-logos/bigcontrols.png
